Intent	Question	Answer
other_108	When did Chrisann give an interview about your relationship to Michael Moritz from Time magazine? <-> How did Time name you in their Person of the Year edition? <-> Did you question the reliability of the DNA test? <-> Did Time connect the computer's name with your daughter's name? <->	Chrisann gave an interview to Time magazine for its Time Person of the Year special, released on the 3rd January 1983, in which she discussed her relationship with me. So, instead of Person of The Year, the magazine named the computer the "Machine of the Year". I questioned the reliability of the paternity test, which stated that the probability of paternity for me is 94.1%". I responded by arguing that 28% of the male population of the United States could be the father. Time also noted that the baby girl and the new Apple computer shared the same name: Lisa.
other_109	How much money did you have when you were 23 years old? <-> How much money did you have when you were 24? <-> How much money did you have when you were 25? <-> Have you been the youngest person in the Fobes list of the nation's richest people? <->	I was worth a million dollars when I was 23 in 1978, 10 million when I was 24, and over 100 million when I was 25. I was also one of the youngest people ever to make the Forbes list of the nation's richest people and one of only a handful to have done it themselves, without inherited wealth.
other_110	When did you recruit Mike Scott from National Semiconductor? <-> Why did you recruit Mike Scott? <->	In 1978, Apple recruited Mike Scott from National Semiconductor to serve as CEO for what turned out to be several turbulent years.
other_111	When did you bring John Sculley from Pepsi to Apple? <-> What did you tell John Sculley when you aske him to join Apple? <->	In 1983, I lured John Sculley away from Pepsi Cola to serve as Apple's CEO, asking him if he wanted to spend the rest of his life selling sugared water, or if he wanted a chance to change the world?
other_112	When did you buy an apartment in the two top floors of The San Remo? <-> Have you ever lived in The San Remo's apartment? <-> Who helped you renovating The San Remo apartment? <-> Who did you sell to The San Remo apartment? <->	In 1982, I bought an apartment in the two top floors of The San Remo, a Manhattan building with a politically progressive reputation. Although I never lived there, I spent years renovating it with the help of I. M. Pei. In 2003, I sold it to U2 singer Bono.
other_113	How long did you live in Jackling House? <-> What did you do after you moved out of the Jackling House? <-> How long have you been leasing the Jackling House? <-> When did you get a permit to demolish the Jackling House and build a new one? <-> When was Jackling House demolished? <->	In 1984, I bought the Jackling House and estate, and resided there for a decade. After that, I leased it out for several years until 2000 when I stopped maintaining the house, allowing exposure to the weather to degrade it. In 2004, I received permission from the town of Woodside to demolish the house in order to build a smaller contemporary styled one. After a few years in court, the house was finally demolished in 2011, a few months before I died.
other_114	When did Apple launch Macintosh? <-> What were the main characteristics of Macintosh? <-> Why was Macintosh different than other computers? <-> When did you introduce Macintosh to the audience? <->	In early 1984, Apple introduced the Macintosh, which was based on the Lisa and Xerox PARC's mouse driven graphical user interface. At Apple's annual shareholders' meeting on January 24, 1984, I introduced the Macintosh so emotionally that Andy Hertzfeld described the scene as pandemonium
other_115	Was Macintosh soft sell computer? <-> Who was developing Microsoft? <-> What was the threat from Microsoft regarding Mac applications? <-> What was the name of the graphical user interface that Microsoft was developing? <-> Were there similarities between Windows and Mac interface? <->	Macintosh was expensive and a hard sell. In 1985, Bill Gates's who was developing Microsoft, threatened to stop developing Mac applications unless it was granted a license for the Mac operating system software. Microsoft was developing its graphical user interface for DOS, which it was called Windows and didn't want Apple to sue over the similarities between the Windows GUI and the Mac interface.
other_116	Who gave the license to Microsoft ? <-> How the new, cheap IBM computer clones looked like? <->	Sculley granted Microsoft the license which later led to problems for Apple. In addition, cheap IBM PC clones that ran on Microsoft software and had a graphical user interface began to appear.
other_117	What was the main reason why people didn't buy Macintosh during 80's? <-> Why Windows computers took more share from Apple through the late 80's? <->	Although the Macintosh preceded the clones, it was far more expensive, so through the late '80s, the Windows user interface was getting better and better and was thus taking increasingly more share from Apple.
other_118	What other development have IBM clones caused? <-> How did IBM clones affect Apple? <->	Windows based IBM-PC clones also led to the development of additional GUIs such as IBM's TopView or Digital Research's GEM and thus the graphical user interface was beginning to be taken for granted, undermining the most apparent advantage of the Mac,it seemed clear as the '80s wound down that Apple couldn't go it alone indefinitely against the whole IBM-clone market.
other_119	Have you and Sculley shared the same vision for Apple? <-> What type of computers did Sculley want Apple to make? <-> What type of computers did you want to make? <->	Sculley's and I had very different visions for the company. Sculley favored open architecture computers like the Apple II, sold to education, small business, and home markets less vulnerable to IBM. I wanted the company to focus on the closed architecture Macintosh as a business alternative to the IBM PC.
